"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not","YOUTH","english_ablitity_speak","english_ablitity_reading","Gender","Background_Asian"
"1491",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1939,1963,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1492",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1945,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1493",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1955,1984,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1494",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1941,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(2) Just a little","Male","Korean"
"1495",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1949,1968,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1496",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1945,1970,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Chinese"
"1497",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1941,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1498",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1944,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1499",1,0,1,1,1,"My chances of voting are 50-50","Not too often","Interested","(1) Yes",1936,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1500",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1969,1997,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1501",0,0,1,1,1,"I am pretty likely to vote","Not at all","Interested","(2) No",1935,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1502",1,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1988,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1503",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1944,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1504",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1956,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1505",1,1,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1985,1993,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1506",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1960,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1507",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1957,1997,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1508",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1938,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1509",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1940,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1510",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1935,1971,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1511",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1932,1980,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Japanese"
"1512",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1947,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1513",1,0,1,1,0,"I will not vote this year","Not too often","Somewhat Interested","(2) No",1943,1981,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1514",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1949,1985,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1515",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1953,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1516",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1951,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Korean"
"1517",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1959,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1518",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1941,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1519",0,0,1,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1936,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1520",1,0,1,1,1,"My chances of voting are less than 50-50","Not at all","Interested","(1) Yes",1955,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1521",0,0,NA,0,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1946,NA,"(04) Black","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"1522",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1943,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1523",1,0,1,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1935,1978,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1524",1,1,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1989,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1525",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1955,1989,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Male","Korean"
"1526",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1944,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1527",1,1,NA,0,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(1) Yes",1989,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1528",0,1,0,1,1,"I am pretty likely to vote","Not too often","Not at all Interested","(1) Yes",1991,1993,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Korean"
"1529",1,0,0,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1961,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1530",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1967,2001,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1531",1,0,NA,0,1,"My chances of voting are 50-50","Not at all","Interested","(1) Yes",1979,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Filipino"
"1532",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1941,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1533",1,0,1,1,0,"I am pretty likely to vote","Very often","Somewhat Interested","(1) Yes",1940,1976,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Male","Korean"
"1534",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(2) No",1959,1985,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1535",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1942,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1536",0,0,1,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1954,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1537",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1957,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Male","Korean"
"1538",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1976,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Korean"
"1539",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1937,1997,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Female","Korean"
"1540",1,1,0,1,0,"I am pretty likely to vote","Not at all","Not at all Interested","(2) No",1994,1996,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Male","Korean"
"1541",0,0,1,1,1,"I am pretty likely to vote","Somewhat often","Somewhat Interested","(1) Yes",1947,1967,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Female","Korean"
"1542",1,1,0,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1985,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1543",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1955,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1544",0,0,0,1,1,"I am pretty likely to vote","Somewhat often","Somewhat Interested","(1) Yes",1948,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1545",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1945,1995,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1546",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1945,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1547",0,0,0,1,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(2) No",1960,1995,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1548",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1969,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Korean"
"1549",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1933,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1550",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(2) No",1930,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1551",0,0,NA,0,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1992,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Korean"
"1552",1,0,1,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1960,1984,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1553",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1938,1978,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1554",0,1,NA,0,0,"My chances of voting are less than 50-50","Not at all","Not at all Interested","(1) Yes",1982,NA,"(17) korean","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Korean"
"1555",1,1,NA,0,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1991,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1556",0,0,1,1,1,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(1) Yes",1949,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1557",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1946,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Male","Korean"
"1558",0,0,0,1,0,"I will not vote this year","Somewhat often","Somewhat Interested","(2) No",1934,1989,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1559",1,1,NA,0,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1984,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1560",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1956,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1561",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(2) No",1956,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1562",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1936,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1563",0,0,1,1,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(2) No",1954,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1564",0,0,0,1,1,"My chances of voting are 50-50","Not at all","Interested","(2) No",1977,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
