"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not"
"1502",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1934,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1503",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1940,2005,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1504",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1933,1993,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1505",0,0,0,0,0,"I am pretty likely to vote","Not at all","(3) Interested","(2) No",1939,1988,"(17) korean","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"1506",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1948,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1507",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1935,1989,"(17) korean","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"1508",1,0,1,0,0,"I am absolutely certain I will vote",NA,"(3) Interested","(2) No",1937,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1509",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1955,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1510",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1959,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1511",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1931,2001,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1512",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1937,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1513",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1940,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1514",1,0,1,0,NA,NA,"Not at all","(1) Not at all interested","(2) No",1932,1980,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1515",0,0,1,0,NA,NA,"Not at all","(2) Somewhat interested","(2) No",1952,1984,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1516",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1944,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1517",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1936,1959,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1518",0,0,0,0,NA,NA,"Not at all","(2) Somewhat interested","(2) No",1936,1986,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1519",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1938,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1520",0,0,1,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(2) No",1959,1983,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1521",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1937,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1522",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1940,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1523",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1955,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1524",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1954,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1525",1,0,0,0,0,"I am pretty likely to vote","Somewhat often","(4) Very interested","(1) Yes",1953,1996,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1526",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1937,1969,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1527",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1935,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1528",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1950,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1529",0,0,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1934,1992,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1530",0,0,0,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1960,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1531",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1954,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1532",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1936,1998,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1533",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1935,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1534",0,0,0,0,0,"My chances of voting are 50-50","Not at all","(3) Interested","(2) No",1932,1996,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1535",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1957,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1536",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1940,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1537",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1936,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1538",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1963,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1539",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1923,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1540",0,0,0,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1952,1996,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1541",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1930,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1542",1,0,0,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(1) Yes",1966,1999,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1543",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1943,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1544",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1949,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1545",1,0,1,0,NA,NA,"Not too often","(3) Interested","(1) Yes",1939,1981,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1546",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1932,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1547",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1946,1999,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1548",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1949,1969,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1549",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1974,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1550",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1938,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1551",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1935,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1552",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1947,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1553",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1947,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1554",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1934,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1555",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1963,2000,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1556",1,0,1,0,0,"My chances of voting are less than 50-50","Not too often","(1) Not at all interested","(1) Yes",1969,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1557",1,0,NA,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(2) No",1935,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen"
"1558",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1937,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1559",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(2) No",1960,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1560",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1931,1977,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1561",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1939,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1562",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1946,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1563",0,0,0,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1971,2001,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1564",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1950,1998,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1565",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1942,1978,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1566",1,0,1,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1939,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1567",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1946,1955,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1568",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1965,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1569",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1948,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1570",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1950,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1571",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(4) Very interested","(1) Yes",1958,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1572",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1950,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1573",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1971,1985,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1574",0,0,0,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(2) No",1943,1993,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1575",0,0,0,0,0,"I am absolutely certain I will vote","Not at all",NA,"(2) No",1930,1993,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1576",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1937,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1577",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1949,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1578",1,0,0,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1933,1991,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1579",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1938,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1580",1,1,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1940,1968,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1581",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1932,1962,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1582",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1942,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1583",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1933,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1584",0,0,1,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1957,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1585",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1924,1989,"(17) korean","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"1586",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1964,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1587",0,0,1,0,0,"I am pretty likely to vote","Not at all","(3) Interested","(2) No",1932,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1588",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(3) Interested","(1) Yes",1946,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1589",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1952,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1590",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1945,1984,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1591",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1929,1966,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1592",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1958,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1593",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1938,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1594",1,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1954,1983,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1595",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1961,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1596",1,0,0,0,0,"I am pretty likely to vote","Not too often","(4) Very interested","(1) Yes",1950,2000,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1597",1,0,0,0,0,"My chances of voting are less than 50-50","Very often","(2) Somewhat interested","(1) Yes",1955,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1598",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1943,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1599",1,1,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1981,1996,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1600",1,1,NA,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(1) Yes",1996,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen"
